Indicator,Observed Today,Frequency (7d),Frequency (30d),Probability: Today,Confidence: Today,Probability: 7-Day,Confidence: 7-Day,Probability: 14-Day,Confidence: 14-Day,Probability: 30-Day,Confidence: 30-Day
45.142.193.61,0,0.0,0.0,0.0%,Today: Low confidence,0.0%,7-Day: Low confidence,0.01%,14-Day: Low confidence,0.05%,30-Day: Low confidence
45.142.193.66,0,0.0,0.0,0.0%,Today: Low confidence,0.0%,7-Day: Low confidence,0.01%,14-Day: Low confidence,0.05%,30-Day: Low confidence
45.142.193.75,0,0.0,0.0,0.0%,Today: Low confidence,0.0%,7-Day: Low confidence,0.0%,14-Day: Low confidence,0.0%,30-Day: Low confidence
45.142.193.91,1,3.0,3.0,72.82%,Today: Highly likely,94.89%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
45.144.212.126,1,4.0,4.0,85.01%,Today: Highly likely,98.17%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
45.33.120.158,1,7.0,29.0,92.77%,Today: Highly likely,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
45.61.136.138,0,0.0,0.0,0.0%,Today: Low confidence,0.0%,7-Day: Low confidence,0.0%,14-Day: Low confidence,0.01%,30-Day: Low confidence
45.61.137.162,0,0.0,1.0,1.47%,Today: Low confidence,11.97%,7-Day: Low confidence,56.01%,14-Day: Low confidence,73.95%,30-Day: Low confidence
45.61.169.191,0,2.0,2.0,19.58%,Today: Possibly active,89.87%,7-Day: Highly likely,97.99%,14-Day: Highly likely,100.0%,30-Day: Highly likely
45.79.120.183,0,4.0,10.0,49.51%,Today: Possibly active,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
45.80.158.167,0,6.0,14.0,83.19%,Today: Highly likely,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
45.84.107.128,0,0.0,0.0,0.03%,Today: Low confidence,0.66%,7-Day: Low confidence,3.3%,14-Day: Low confidence,16.02%,30-Day: Low confidence
45.91.250.107,1,5.0,6.0,79.74%,Today: Highly likely,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
46.101.197.155,0,0.0,0.0,0.02%,Today: Low confidence,0.06%,7-Day: Low confidence,0.11%,14-Day: Low confidence,12.43%,30-Day: Low confidence
46.19.136.227,0,0.0,2.0,0.64%,Today: Low confidence,22.26%,7-Day: Low confidence,85.48%,14-Day: Low confidence,100.0%,30-Day: Low confidence
47.237.115.193,1,7.0,30.0,92.32%,Today: Highly likely,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
47.84.188.162,1,2.0,2.0,22.94%,Today: Possibly active,90.26%,7-Day: Highly likely,98.04%,14-Day: Highly likely,100.0%,30-Day: Highly likely
49.42.32.108,0,0.0,0.0,0.0%,Today: Low confidence,0.01%,7-Day: Low confidence,0.02%,14-Day: Low confidence,3.7%,30-Day: Low confidence
5.181.27.219,0,0.0,1.0,0.3%,Today: Low confidence,7.53%,7-Day: Low confidence,16.44%,14-Day: Low confidence,47.96%,30-Day: Low confidence
5.188.206.114,1,7.0,8.0,98.05%,Today: Highly likely,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
5.188.206.46,0,3.0,10.0,28.67%,Today: Possibly active,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
5.8.63.108,0,0.0,2.0,0.13%,Today: Low confidence,14.81%,7-Day: Low confidence,36.06%,14-Day: Low confidence,78.22%,30-Day: Low confidence
50.248.10.133,0,0.0,3.0,0.25%,Today: Low confidence,19.03%,7-Day: Low confidence,44.88%,14-Day: Low confidence,81.55%,30-Day: Low confidence
50.31.156.115,1,7.0,29.0,80.27%,Today: Highly likely,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
51.158.205.47,1,7.0,17.0,96.56%,Today: Highly likely,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
51.83.30.89,0,0.0,3.0,1.38%,Today: Low confidence,27.7%,7-Day: Low confidence,93.06%,14-Day: Low confidence,100.0%,30-Day: Low confidence
51.89.138.221,0,3.0,17.0,23.78%,Today: Possibly active,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
54.173.206.208,0,0.0,1.0,0.54%,Today: Low confidence,8.55%,7-Day: Low confidence,21.01%,14-Day: Low confidence,48.51%,30-Day: Low confidence
54.77.139.23,1,5.0,12.0,67.89%,Today: Highly likely,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
59.120.76.133,1,1.0,3.0,24.2%,Today: Possibly active,83.85%,7-Day: Possibly active,100.0%,14-Day: Possibly active,100.0%,30-Day: Possibly active
61.95.227.107,0,0.0,0.0,0.0%,Today: Low confidence,0.0%,7-Day: Low confidence,0.01%,14-Day: Low confidence,0.05%,30-Day: Low confidence
61.95.255.74,0,0.0,0.0,0.0%,Today: Low confidence,0.0%,7-Day: Low confidence,0.01%,14-Day: Low confidence,0.05%,30-Day: Low confidence
62.72.14.154,1,6.0,25.0,77.82%,Today: Highly likely,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
63.143.57.180,0,0.0,0.0,0.0%,Today: Low confidence,0.17%,7-Day: Low confidence,0.84%,14-Day: Low confidence,4.62%,30-Day: Low confidence
64.227.106.112,0,0.0,1.0,0.11%,Today: Low confidence,6.71%,7-Day: Low confidence,12.7%,14-Day: Low confidence,45.88%,30-Day: Low confidence
64.227.154.122,0,2.0,4.0,15.5%,Today: Possibly active,94.88%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
64.227.166.13,0,0.0,0.0,0.0%,Today: Low confidence,0.07%,7-Day: Low confidence,0.33%,14-Day: Low confidence,1.84%,30-Day: Low confidence
64.23.167.200,0,0.0,1.0,0.81%,Today: Low confidence,9.61%,7-Day: Low confidence,24.95%,14-Day: Low confidence,48.73%,30-Day: Low confidence
64.233.180.99,0,0.0,1.0,0.2%,Today: Low confidence,7.1%,7-Day: Low confidence,14.45%,14-Day: Low confidence,47.36%,30-Day: Low confidence
64.32.17.130,0,4.0,10.0,54.05%,Today: Possibly active,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
64.62.197.145,1,7.0,8.0,98.05%,Today: Highly likely,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
64.62.197.226,1,7.0,8.0,98.05%,Today: Highly likely,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
64.62.197.39,1,7.0,15.0,96.96%,Today: Highly likely,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
64.62.197.43,1,3.0,3.0,72.82%,Today: Highly likely,94.89%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
64.88.192.20,0,0.0,0.0,0.0%,Today: Low confidence,0.0%,7-Day: Low confidence,0.01%,14-Day: Low confidence,0.05%,30-Day: Low confidence
64.88.192.21,0,0.0,0.0,0.0%,Today: Low confidence,0.0%,7-Day: Low confidence,0.01%,14-Day: Low confidence,0.05%,30-Day: Low confidence
65.21.203.39,0,0.0,0.0,0.0%,Today: Low confidence,0.01%,7-Day: Low confidence,0.05%,14-Day: Low confidence,0.29%,30-Day: Low confidence
66.118.80.11,0,0.0,0.0,0.0%,Today: Low confidence,0.0%,7-Day: Low confidence,0.01%,14-Day: Low confidence,0.05%,30-Day: Low confidence
66.22.212.131,0,0.0,0.0,0.0%,Today: Low confidence,0.27%,7-Day: Low confidence,1.26%,14-Day: Low confidence,11.61%,30-Day: Low confidence
66.235.168.222,0,0.0,0.0,0.0%,Today: Low confidence,0.14%,7-Day: Low confidence,0.67%,14-Day: Low confidence,4.96%,30-Day: Low confidence
66.240.227.52,0,0.0,0.0,0.07%,Today: Low confidence,1.12%,7-Day: Low confidence,5.83%,14-Day: Low confidence,24.72%,30-Day: Low confidence
67.201.33.10,0,0.0,0.0,0.0%,Today: Low confidence,0.07%,7-Day: Low confidence,0.34%,14-Day: Low confidence,2.09%,30-Day: Low confidence
68.183.229.54,0,0.0,1.0,0.05%,Today: Low confidence,6.45%,7-Day: Low confidence,11.71%,14-Day: Low confidence,42.21%,30-Day: Low confidence
68.67.179.164,0,0.0,0.0,0.0%,Today: Low confidence,0.07%,7-Day: Low confidence,0.33%,14-Day: Low confidence,1.84%,30-Day: Low confidence
68.69.186.86,0,2.0,4.0,28.93%,Today: Possibly active,93.97%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
6sigma.us,0,6.0,26.0,75.31%,Today: Highly likely,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
70.39.75.187,0,2.0,6.0,10.16%,Today: Possibly active,98.4%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
72.240.26.4,0,0.0,0.0,0.0%,Today: Low confidence,0.0%,7-Day: Low confidence,0.01%,14-Day: Low confidence,0.05%,30-Day: Low confidence
72.240.34.3,0,0.0,0.0,0.0%,Today: Low confidence,0.0%,7-Day: Low confidence,0.01%,14-Day: Low confidence,0.05%,30-Day: Low confidence
74.208.236.241,1,6.0,29.0,77.47%,Today: Highly likely,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
74.226.169.6,0,1.0,1.0,20.06%,Today: Possibly active,59.05%,7-Day: Possibly active,65.83%,14-Day: Possibly active,74.92%,30-Day: Possibly active
75.127.12.162,0,1.0,7.0,2.62%,Today: Low confidence,86.72%,7-Day: Possibly active,100.0%,14-Day: Possibly active,100.0%,30-Day: Possibly active
78.128.113.190,1,7.0,8.0,98.05%,Today: Highly likely,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
78.189.75.139,1,7.0,18.0,82.97%,Today: Highly likely,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
79.127.211.213,0,0.0,0.0,0.0%,Today: Low confidence,0.0%,7-Day: Low confidence,0.01%,14-Day: Low confidence,0.05%,30-Day: Low confidence
79.127.217.35,0,0.0,1.0,0.29%,Today: Low confidence,9.64%,7-Day: Low confidence,31.85%,14-Day: Low confidence,70.32%,30-Day: Low confidence
80.67.167.81,0,0.0,0.0,0.03%,Today: Low confidence,0.66%,7-Day: Low confidence,3.3%,14-Day: Low confidence,16.02%,30-Day: Low confidence
80.71.82.118,0,0.0,0.0,0.0%,Today: Low confidence,0.0%,7-Day: Low confidence,0.01%,14-Day: Low confidence,0.05%,30-Day: Low confidence
80.94.92.106,0,6.0,13.0,87.98%,Today: Highly likely,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
80.94.92.92,1,1.0,1.0,23.47%,Today: Possibly active,59.45%,7-Day: Possibly active,65.99%,14-Day: Possibly active,75.06%,30-Day: Possibly active
83.222.190.190,0,0.0,1.0,1.2%,Today: Low confidence,11.06%,7-Day: Low confidence,54.07%,14-Day: Low confidence,73.89%,30-Day: Low confidence
83.222.190.230,1,7.0,13.0,97.32%,Today: Highly likely,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
83.222.190.234,1,7.0,13.0,97.32%,Today: Highly likely,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
83.222.190.238,0,0.0,4.0,3.45%,Today: Low confidence,33.83%,7-Day: Low confidence,100.0%,14-Day: Low confidence,100.0%,30-Day: Low confidence
83.222.190.246,1,7.0,11.0,91.61%,Today: Highly likely,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
83.222.190.46,0,0.0,3.0,4.45%,Today: Low confidence,32.2%,7-Day: Low confidence,100.0%,14-Day: Low confidence,100.0%,30-Day: Low confidence
83.222.190.66,0,0.0,3.0,2.04%,Today: Low confidence,26.29%,7-Day: Low confidence,95.03%,14-Day: Low confidence,100.0%,30-Day: Low confidence
83.222.191.10,1,7.0,13.0,97.32%,Today: Highly likely,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
83.222.191.130,0,1.0,2.0,4.82%,Today: Low confidence,73.22%,7-Day: Possibly active,96.57%,14-Day: Possibly active,100.0%,30-Day: Possibly active
83.222.191.150,1,3.0,3.0,72.82%,Today: Highly likely,94.89%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
83.222.191.2,1,7.0,13.0,97.32%,Today: Highly likely,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
83.222.191.6,1,7.0,13.0,97.32%,Today: Highly likely,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
83.222.191.70,0,0.0,3.0,4.45%,Today: Low confidence,32.2%,7-Day: Low confidence,100.0%,14-Day: Low confidence,100.0%,30-Day: Low confidence
83.222.191.94,1,3.0,3.0,72.82%,Today: Highly likely,94.89%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
85.208.104.4,0,2.0,4.0,17.12%,Today: Possibly active,96.15%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
87.236.176.117,1,7.0,22.0,95.29%,Today: Highly likely,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
87.236.176.146,1,7.0,22.0,95.29%,Today: Highly likely,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
87.236.176.15,1,7.0,22.0,95.29%,Today: Highly likely,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
87.236.176.16,1,7.0,22.0,95.29%,Today: Highly likely,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
87.236.176.176,1,7.0,22.0,95.29%,Today: Highly likely,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
87.236.176.199,1,7.0,22.0,95.29%,Today: Highly likely,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
87.236.176.207,1,7.0,22.0,95.29%,Today: Highly likely,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
87.236.176.214,1,7.0,22.0,95.29%,Today: Highly likely,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
87.236.176.223,1,7.0,22.0,95.29%,Today: Highly likely,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
87.236.176.39,1,7.0,22.0,95.29%,Today: Highly likely,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
87.236.176.51,1,7.0,30.0,92.32%,Today: Highly likely,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
87.236.176.53,1,7.0,22.0,95.29%,Today: Highly likely,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
87.236.176.78,1,7.0,22.0,95.29%,Today: Highly likely,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
87.236.176.85,1,7.0,22.0,95.29%,Today: Highly likely,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
87.236.176.93,1,7.0,22.0,95.29%,Today: Highly likely,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
89.149.52.55,0,1.0,2.0,3.8%,Today: Low confidence,74.67%,7-Day: Possibly active,96.61%,14-Day: Possibly active,100.0%,30-Day: Possibly active
89.248.163.109,0,0.0,9.0,1.14%,Today: Low confidence,37.06%,7-Day: Low confidence,99.15%,14-Day: Low confidence,100.0%,30-Day: Low confidence
89.248.163.110,0,1.0,1.0,10.1%,Today: Possibly active,56.59%,7-Day: Possibly active,64.74%,14-Day: Possibly active,74.5%,30-Day: Possibly active
89.248.163.113,0,2.0,2.0,14.01%,Today: Possibly active,88.64%,7-Day: Highly likely,97.83%,14-Day: Highly likely,100.0%,30-Day: Highly likely
89.248.163.114,0,2.0,2.0,11.76%,Today: Possibly active,87.77%,7-Day: Highly likely,97.72%,14-Day: Highly likely,100.0%,30-Day: Highly likely
89.248.163.116,0,3.0,3.0,59.46%,Today: Possibly active,94.69%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
89.248.163.117,0,2.0,2.0,11.76%,Today: Possibly active,87.77%,7-Day: Highly likely,97.72%,14-Day: Highly likely,100.0%,30-Day: Highly likely
89.248.163.121,0,2.0,2.0,14.01%,Today: Possibly active,88.64%,7-Day: Highly likely,97.83%,14-Day: Highly likely,100.0%,30-Day: Highly likely
89.248.163.123,0,2.0,2.0,11.76%,Today: Possibly active,87.77%,7-Day: Highly likely,97.72%,14-Day: Highly likely,100.0%,30-Day: Highly likely
89.248.163.124,0,2.0,3.0,30.28%,Today: Possibly active,90.76%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
89.248.163.125,0,1.0,1.0,14.37%,Today: Possibly active,58.01%,7-Day: Possibly active,65.41%,14-Day: Possibly active,74.69%,30-Day: Possibly active
89.248.163.2,0,1.0,1.0,10.1%,Today: Possibly active,56.59%,7-Day: Possibly active,64.74%,14-Day: Possibly active,74.5%,30-Day: Possibly active
89.248.163.27,0,2.0,2.0,9.83%,Today: Possibly active,86.73%,7-Day: Highly likely,97.56%,14-Day: Highly likely,100.0%,30-Day: Highly likely
89.248.163.40,0,2.0,2.0,11.76%,Today: Possibly active,87.77%,7-Day: Highly likely,97.72%,14-Day: Highly likely,100.0%,30-Day: Highly likely
89.248.163.59,0,0.0,1.0,0.2%,Today: Low confidence,7.1%,7-Day: Low confidence,14.45%,14-Day: Low confidence,47.36%,30-Day: Low confidence
89.248.163.6,0,1.0,1.0,10.1%,Today: Possibly active,56.59%,7-Day: Possibly active,64.74%,14-Day: Possibly active,74.5%,30-Day: Possibly active
89.248.163.60,0,0.0,9.0,1.14%,Today: Low confidence,37.06%,7-Day: Low confidence,99.15%,14-Day: Low confidence,100.0%,30-Day: Low confidence
89.248.163.67,0,0.0,10.0,1.31%,Today: Low confidence,39.24%,7-Day: Low confidence,100.0%,14-Day: Low confidence,100.0%,30-Day: Low confidence
89.248.163.69,0,1.0,1.0,12.07%,Today: Possibly active,57.35%,7-Day: Possibly active,65.12%,14-Day: Possibly active,74.59%,30-Day: Possibly active
89.248.163.7,0,2.0,2.0,11.76%,Today: Possibly active,87.77%,7-Day: Highly likely,97.72%,14-Day: Highly likely,100.0%,30-Day: Highly likely
89.248.163.70,0,3.0,3.0,59.46%,Today: Possibly active,94.69%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
89.248.163.77,0,1.0,1.0,10.1%,Today: Possibly active,56.59%,7-Day: Possibly active,64.74%,14-Day: Possibly active,74.5%,30-Day: Possibly active
89.248.163.79,0,2.0,2.0,14.11%,Today: Possibly active,88.3%,7-Day: Highly likely,97.83%,14-Day: Highly likely,100.0%,30-Day: Highly likely
89.248.163.8,0,1.0,1.0,12.07%,Today: Possibly active,57.35%,7-Day: Possibly active,65.12%,14-Day: Possibly active,74.59%,30-Day: Possibly active
89.248.163.81,0,3.0,3.0,59.46%,Today: Possibly active,94.69%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
89.248.163.83,0,2.0,2.0,11.76%,Today: Possibly active,87.77%,7-Day: Highly likely,97.72%,14-Day: Highly likely,100.0%,30-Day: Highly likely
89.248.163.85,0,1.0,1.0,10.1%,Today: Possibly active,56.59%,7-Day: Possibly active,64.74%,14-Day: Possibly active,74.5%,30-Day: Possibly active
89.248.163.87,0,0.0,8.0,1.0%,Today: Low confidence,34.82%,7-Day: Low confidence,71.49%,14-Day: Low confidence,84.5%,30-Day: Low confidence
89.248.163.97,0,3.0,3.0,59.46%,Today: Possibly active,94.69%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
89.31.143.90,0,3.0,9.0,26.02%,Today: Possibly active,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
89.34.237.101,0,1.0,4.0,12.1%,Today: Possibly active,90.33%,7-Day: Possibly active,100.0%,14-Day: Possibly active,100.0%,30-Day: Possibly active
89.34.237.12,0,0.0,1.0,0.1%,Today: Low confidence,7.58%,7-Day: Low confidence,19.1%,14-Day: Low confidence,60.66%,30-Day: Low confidence
89.42.231.140,0,3.0,11.0,28.75%,Today: Possibly active,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
91.191.209.198,0,0.0,12.0,1.71%,Today: Low confidence,43.56%,7-Day: Low confidence,100.0%,14-Day: Low confidence,100.0%,30-Day: Low confidence
91.191.209.218,1,7.0,15.0,96.96%,Today: Highly likely,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
91.191.209.46,1,2.0,2.0,22.94%,Today: Possibly active,90.26%,7-Day: Highly likely,98.04%,14-Day: Highly likely,100.0%,30-Day: Highly likely
91.242.241.144,0,1.0,1.0,17.03%,Today: Possibly active,58.57%,7-Day: Possibly active,65.65%,14-Day: Possibly active,74.8%,30-Day: Possibly active
92.38.135.146,0,0.0,2.0,0.53%,Today: Low confidence,20.09%,7-Day: Low confidence,81.34%,14-Day: Low confidence,100.0%,30-Day: Low confidence
93.115.0.49,0,1.0,1.0,20.06%,Today: Possibly active,59.05%,7-Day: Possibly active,65.83%,14-Day: Possibly active,74.92%,30-Day: Possibly active
93.123.109.228,1,6.0,13.0,81.29%,Today: Highly likely,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
93.123.109.229,0,4.0,12.0,41.72%,Today: Possibly active,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
93.123.109.230,1,7.0,15.0,92.86%,Today: Highly likely,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
93.123.109.231,1,7.0,15.0,92.86%,Today: Highly likely,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
94.158.247.5,0,0.0,0.0,0.0%,Today: Low confidence,0.0%,7-Day: Low confidence,0.0%,14-Day: Low confidence,0.11%,30-Day: Low confidence
94.74.83.45,0,3.0,16.0,22.42%,Today: Possibly active,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
95.173.206.81,0,0.0,0.0,0.0%,Today: Low confidence,0.14%,7-Day: Low confidence,0.64%,14-Day: Low confidence,4.72%,30-Day: Low confidence
96.126.110.22,1,7.0,29.0,92.77%,Today: Highly likely,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
academy4sc.org,0,0.0,0.0,0.01%,Today: Low confidence,0.27%,7-Day: Low confidence,1.35%,14-Day: Low confidence,8.58%,30-Day: Low confidence
africa.thesmalladventureguide.com,0,0.0,4.0,1.76%,Today: Low confidence,34.19%,7-Day: Low confidence,99.88%,14-Day: Low confidence,100.0%,30-Day: Low confidence
almabooks.com,0,0.0,0.0,0.0%,Today: Low confidence,0.02%,7-Day: Low confidence,0.02%,14-Day: Low confidence,4.51%,30-Day: Low confidence
api-docs.deepseek.com,0,0.0,0.0,0.01%,Today: Low confidence,0.18%,7-Day: Low confidence,0.89%,14-Day: Low confidence,6.88%,30-Day: Low confidence
arbourvalley.com,0,3.0,3.0,40.77%,Today: Possibly active,94.85%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
arpdcresources.ca,0,0.0,2.0,0.09%,Today: Low confidence,13.91%,7-Day: Low confidence,31.54%,14-Day: Low confidence,76.18%,30-Day: Low confidence
autorun.inf,0,0.0,4.0,1.13%,Today: Low confidence,33.42%,7-Day: Low confidence,98.17%,14-Day: Low confidence,100.0%,30-Day: Low confidence
bestmenscolognes.com,1,5.0,13.0,61.67%,Today: Highly likely,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
biologyinsights.com,1,7.0,7.0,98.17%,Today: Highly likely,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
blacksaltys.com,0,1.0,8.0,5.74%,Today: Low confidence,97.05%,7-Day: Possibly active,100.0%,14-Day: Possibly active,100.0%,30-Day: Possibly active
blackshelter.org,0,1.0,8.0,6.04%,Today: Low confidence,97.16%,7-Day: Possibly active,100.0%,14-Day: Possibly active,100.0%,30-Day: Possibly active
brppharma.com,0,1.0,1.0,17.03%,Today: Possibly active,58.57%,7-Day: Possibly active,65.65%,14-Day: Possibly active,74.8%,30-Day: Possibly active
cdn.deepseek.com,0,0.0,1.0,0.04%,Today: Low confidence,6.63%,7-Day: Low confidence,13.45%,14-Day: Low confidence,43.34%,30-Day: Low confidence
cdngetmyname.biz,0,3.0,9.0,31.0%,Today: Possibly active,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
cementexemplifybuddy.com,0,6.0,22.0,79.91%,Today: Highly likely,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
chat.deepseek.com,0,5.0,21.0,52.07%,Today: Possibly active,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
chriswrightmd@yahoo.com,0,1.0,6.0,7.7%,Today: Possibly active,94.03%,7-Day: Possibly active,100.0%,14-Day: Possibly active,100.0%,30-Day: Possibly active
clickme.thryv.com,1,5.0,14.0,65.84%,Today: Highly likely,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
ctrk.klclick2.com,1,7.0,30.0,81.15%,Today: Highly likely,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
data-seed-prebsc-1-s1.bnbchain.org,0,1.0,6.0,10.17%,Today: Possibly active,95.52%,7-Day: Possibly active,100.0%,14-Day: Possibly active,100.0%,30-Day: Possibly active
doculivery.com,0,0.0,2.0,0.08%,Today: Low confidence,12.71%,7-Day: Low confidence,26.53%,14-Day: Low confidence,69.94%,30-Day: Low confidence
enterpriseb2bwise.com,0,4.0,20.0,34.75%,Today: Possibly active,100.0%,7-Day: Highly likely,100.0%,14-Day: Highly likely,100.0%,30-Day: Highly likely
etrack05.com,0,0.0,1.0,0.2%,Today: Low confidence,7.1%,7-Day: Low confidence,14.45%,14-Day: Low confidence,47.36%,30-Day: Low confidence
gobookmart.com,0,0.0,0.0,0.0%,Today: Low confidence,0.01%,7-Day: Low confidence,0.03%,14-Day: Low confidence,0.15%,30-Day: Low confidence
groundrats.org,0,0.0,3.0,1.31%,Today: Low confidence,29.82%,7-Day: Low confidence,95.62%,14-Day: Low confidence,100.0%,30-Day: Low confidence
